序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
273,294194922241,294220750833,6494165,伍零二叭,5,保密,深度,2026-03-26 09:38:56,0,0,,陕西,否,https://i2.hdslb.com/bfs/face/c3402f60b31f3e208dabc0db8ce4d73634ea8818.jpg,0.7424779534339905,0.2575220763683319,AI生成
274,294194922241,296736736208,38077308,夢遊病者,5,女,送进去的人数,2026-03-26 09:45:51,0,0,"这里是梦游，半猫半梦魔的生命体
目前在构思《精神统合宇宙》的故事
X：Somnambulist_69
其它平台基本不活跃",湖北,否,https://i0.hdslb.com/bfs/face/636d996074bdbddd724b627f0cf4557fb12f8103.jpg,0.04353582113981247,0.9564641714096069,人类撰写
275,294194922241,294221352305,353817752,阳光男孩20182018,6,保密,你们都错了，我估计是手机号开头,2026-03-26 09:47:09,0,0,真理往往掌握在少数人手中,浙江,否,https://i2.hdslb.com/bfs/face/e6c36a1eccab4b2cd16b17a1af5192c337ab9f06.jpg,0.12295590341091156,0.877044141292572,人类撰写
276,294194922241,296738978384,3546590587390849,渡渡鸟1456,4,保密,猝死次数[doge],2026-03-26 10:08:40,0,0,,辽宁,否,https://i1.hdslb.com/bfs/face/9fd07e01de814a8483ca3001a4d380e55e9042bc.jpg,0.2527061402797699,0.7472938299179077,人类撰写
277,294194922241,296739050304,1106459729,法国股神,5,男,冯律师，你头顶的大奖杯为什么一动一动的[OK],2026-03-26 10:09:22,0,0,要信自己的感觉够真,安徽,否,https://i2.hdslb.com/bfs/face/cab1f57d95ac2f3e2427bdaf54c39f89793b83de.jpg,0.021794749423861504,0.9782052636146545,人类撰写
278,294198283905,296739099712,1956494728,冥冥之中的星星,6,保密,回复 @靛色棋士-Limerance :这里也有坦批[doge],2026-03-26 10:10:57,0,0,哪有什么四季，遇见你，四季如春,福建,是,https://i1.hdslb.com/bfs/face/21df05c573f0abbe6951426e5ffc753174d4d0e7.jpg,0.13719311356544495,0.8628068566322327,人类撰写
279,294194922241,296742276480,6025535,奇怪的名字桑,6,保密,血条[doge],2026-03-26 10:42:07,0,0,这个人并不懒，但是真的什么也不想写,山东,否,http://i1.hdslb.com/bfs/face/b2a47ff3731c9915238a29e69d0b0028112c5734.jpg,0.2538507282733917,0.7461493015289307,人类撰写
280,294194922241,296743683648,437738525,有事跟烟说,6,保密,18.3厘米长,2026-03-26 10:55:36,0,0,,广东,否,https://i2.hdslb.com/bfs/face/2e816943dd870a0b671c579eb053638e4909cd5a.jpg,0.261603981256485,0.7383959889411926,人类撰写
281,294194922241,294229383057,108180853,滑你个稽8,5,男,183条命，不怕猝死,2026-03-26 11:11:30,0,0,这个人很神秘，还写了个性签名,广东,否,https://i1.hdslb.com/bfs/face/e8150f7f773a7e546fd37a1c41f72f8644a0b1f5.jpg,0.02806483581662178,0.9719351530075073,人类撰写
282,294194922241,294230185505,377550896,非洲猩猩消除器,6,保密,体重,2026-03-26 11:20:04,0,0,狗圆头狗圆头,浙江,否,https://i2.hdslb.com/bfs/face/f8787685d692546407bca9a1435da8b90a86a3d3.jpg,0.2540857791900635,0.7459142208099365,人类撰写
283,294194922241,294233592849,668371856,O_manko,6,保密,长度（mm）,2026-03-26 11:57:29,0,0,,上海,是,https://i2.hdslb.com/bfs/face/e7d8831e1df1a4540e90095cd3ecc74c82ff4714.jpg,0.30411091446876526,0.6958890557289124,人类撰写
284,0,296752901728,225240826,数字中国,6,男,冯律师的眼睛像波斯猫[藏狐],2026-03-26 12:25:34,0,1,人类群星闪耀时,湖北,否,https://i1.hdslb.com/bfs/face/b4fb7af27e834154d70f4b80d7cc9a591c218594.jpg,0.05906207486987114,0.940937876701355,人类撰写
285,0,296734853584,252526021,老用户114514号,3,保密,兄弟，社达是资本家骗普通人玩玩的，因为资本家族天生有金钱优势，你真信啊？[喜极而泣],2026-03-26 09:26:11,8,57,,海南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.03553543984889984,0.964464545249939,人类撰写
286,296734853584,296738674576,522649022,龜of耀联晨,5,男,这下真被优胜劣汰掉了[笑哭],2026-03-26 10:06:41,0,23,支持国家，相信国家,山东,是,https://i2.hdslb.com/bfs/face/a68d3b08e450bb47dd2d481090cb879621c0c092.jpg,0.3228685259819031,0.6771314740180969,人类撰写
287,296734853584,296739714560,402230506,鲨鱼丶不辣,6,保密,事实证明。任何疾病最初症状就是嘴硬。,2026-03-26 10:16:31,0,24,,河南,否,https://i1.hdslb.com/bfs/face/be586d6588344fc422efe745cbcb1fcd07b959c3.jpg,0.04891340807080269,0.9510866403579712,人类撰写
288,296739714560,294224984049,198468092,虎大捞b,5,保密,回复 @鲨鱼丶不辣 :他不知道自己身体有问题吗？他不想好好休息吗？他手底下1400人，1400个家庭要吃饭，后台还有无数家庭无数上大学的人要咨询，看你IP是河南的，你还有脸黑张雪峰？他作为公众人物为河南发声了多少？,2026-03-26 10:25:27,0,12,,浙江,否,https://i2.hdslb.com/bfs/face/7fa5db09db3a3212b2a442b4cbaf0799c40efc12.jpg,0.017408113926649094,0.9825918674468994,人类撰写
289,294224984049,296741584736,102604546,toshiyuki147,6,保密,回复 @虎大捞b :这门生意在张老师之前就有人在做了，他出名之前也就是普通的教培老师，他赚这么多无非是通过巨大的知名度和标签把志愿指导这行垄断了，志愿指导=张雪峰。23年住过一次院就应该退居幕后了。,2026-03-26 10:35:54,0,9,,广东,否,https://i1.hdslb.com/bfs/face/8091cfdb9001fcf138fb63fcb6827785b6ed4f9e.jpg,0.01169139426201582,0.9883085489273071,人类撰写
290,296741584736,294228734897,430302380,在盛夏遇见,5,女,回复 @toshiyuki147 :他们没张雪峰名气大，也帮的不够，知名度上去了还警醒一部分家长,2026-03-26 11:04:23,0,1,眼观六路耳听八方，知大局识大体，不被世事所裹挟,山东,否,https://i2.hdslb.com/bfs/face/61842c5af2568d8d5cc2ee3ac57a7c872800e699.jpg,0.019126279279589653,0.9808737635612488,人类撰写
291,296741584736,294233278385,37008873,全科学术研究者,6,女,回复 @toshiyuki147 :他2016年以前也是有名的，我以前听他说南京跟东南大学的逸闻趣事是在初中,2026-03-26 11:54:39,0,1,"你们要晓得真理，真理使得你们自由。
                                                    ",广东,否,https://i0.hdslb.com/bfs/face/e535c60cb66aa84c3ef196ac81f36dc8545f464e.jpg,0.022334696725010872,0.9776653051376343,人类撰写
292,296734853584,294235990897,605825768,今天哭唧唧了吗,5,女,笑了,2026-03-26 12:22:29,0,0,加油！,福建,否,https://i2.hdslb.com/bfs/face/29478d6f32e210aafccc87d1696f1ba488a53a3e.jpg,0.06387855857610703,0.9361214637756348,人类撰写
293,294224984049,294236243249,605825768,今天哭唧唧了吗,5,女,回复 @虎大捞b :说事实就是黑？太好笑了,2026-03-26 12:23:13,0,0,加油！,福建,否,https://i2.hdslb.com/bfs/face/29478d6f32e210aafccc87d1696f1ba488a53a3e.jpg,0.07773156464099884,0.9222684502601624,人类撰写
294,0,294193741713,42428180,考研竞赛凯哥,6,男,很多高中的口号就是“只要学不死，就往死里学”。这下真死了又开始强调身体健康很重要了。很多时候，人都只有在吃了大亏的时候才会痛定思痛，纠正自己的错误习惯，并且坚持几天以后，恢复成老样子。,2026-03-26 03:47:38,53,2347,"数一146分，上岸咨询加q：3653058198
为天地立心，为生民立命，为往圣继绝学，为万世开太平
",四川,是,https://i2.hdslb.com/bfs/face/80e51eb233da2b5d60cbd8de149df6b3ab05f543.jpg,0.027523387223482132,0.9724766612052917,人类撰写
295,294193741713,296706225072,394897603,夏花迷蝴蝶,6,男,唉，人能从历史中获得的教训就是，人无法从历史中获得任何教训[笑哭],2026-03-26 03:49:02,0,315,眼里有光，心中有梦，志存高远，正道直行。,北京,是,https://i1.hdslb.com/bfs/face/a850cc8aeefe84744d88cf1c55d34392b8cbb3e0.jpg,0.09526457637548447,0.9047353863716125,人类撰写
296,294193741713,294193797697,475831566,散称英语,6,保密,抓,2026-03-26 03:49:11,0,4,,广东,否,https://i0.hdslb.com/bfs/face/5c8d4475854d9f3e7d561b5985b541ec43f5ea08.jpg,0.06760035455226898,0.9323996901512146,人类撰写
297,296706225072,294193970977,42428180,考研竞赛凯哥,6,男,回复 @夏花迷蝴蝶 :你别看这两天全网都在呼吁“早睡早起、小命要紧”，但其实下周开始又要卷起来了。人就是这样的，好了伤疤忘了疼，这是铁律。,2026-03-26 03:50:04,0,123,"数一146分，上岸咨询加q：3653058198
为天地立心，为生民立命，为往圣继绝学，为万世开太平
",四川,是,https://i2.hdslb.com/bfs/face/80e51eb233da2b5d60cbd8de149df6b3ab05f543.jpg,0.1082659438252449,0.8917340040206909,人类撰写
298,294193797697,294193975873,42428180,考研竞赛凯哥,6,男,回复 @散称英语 :抓哪里,2026-03-26 03:50:15,0,10,"数一146分，上岸咨询加q：3653058198
为天地立心，为生民立命，为往圣继绝学，为万世开太平
",四川,是,https://i2.hdslb.com/bfs/face/80e51eb233da2b5d60cbd8de149df6b3ab05f543.jpg,0.05732244253158569,0.9426776170730591,人类撰写
299,294193975873,296706439808,437852915,deepsleep-e,6,男,回复 @考研竞赛凯哥 :[哦呼],2026-03-26 03:51:06,0,4,我们一起去抓水母吧,江苏,否,https://i2.hdslb.com/bfs/face/7a2e699975513214322a7e06eec3c4a51b232263.jpg,0.14994436502456665,0.8500556349754333,人类撰写
300,294193741713,296706582880,3494356373735812,东郭野汉,5,保密,凯哥[doge],2026-03-26 03:52:55,0,1,愿你有一天能和你重要的人重逢,北京,否,https://i1.hdslb.com/bfs/face/fbd9dcb2db87289918f8650034201047c9ae3708.jpg,0.1594882756471634,0.8405117392539978,人类撰写
301,294193975873,296706615808,55990717,奇怪的阿吴,6,男,回复 @考研竞赛凯哥 :抓基础☝🤓,2026-03-26 03:53:59,0,4,早睡身体好,山东,否,https://i1.hdslb.com/bfs/face/7db4cadd167c5de997a417955d2c9c5a1ccfae20.jpg,0.061395350843667984,0.9386046528816223,人类撰写
302,294193741713,296707128192,1259323130,模制师,5,保密,张雪峰自己就说过人教人教不会，事教人一遍就会,2026-03-26 03:57:46,0,35,,四川,否,https://i2.hdslb.com/bfs/face/47e62612f4ae12d6cabb97ae9d50cd86e441326f.jpg,0.03426847606897354,0.9657315611839294,人类撰写
303,294193741713,296707150768,176258004,双倍NPC,6,保密,骗你的，学得死也要往死里学,2026-03-26 03:58:29,0,14,,江西,否,https://i0.hdslb.com/bfs/face/2bf20bfe552312384b4bc28c11fce69969038394.jpg,0.06779111176729202,0.9322088360786438,人类撰写
304,296706225072,296707194800,3537117630171207,一番可愛い大学生です,4,保密,回复 @夏花迷蝴蝶 :也有能从历史中获得教训的，比如嘉靖被宫女勒了脖子后就再也不睡宫里了[藏狐],2026-03-26 03:59:55,0,13,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.4622081518173218,0.5377917885780334,人类撰写
305,294193741713,296707596704,41620015,加冰全糖四季春,6,保密,"高中生算是青年，还是耐杀一点。
张老师属于是搞不清自己年龄的定位，胆敢向高强度耐杀王发起挑战",2026-03-26 04:04:01,0,12,新个性签名,陕西,否,https://i1.hdslb.com/bfs/face/5894cac6914b4c66f7a7431e11a4c3424d40a82e.jpg,0.014529515989124775,0.9854705333709717,人类撰写
306,294193741713,294195294177,287330950,雨中奔行,5,保密,老司机那里有你，这里还有你[doge],2026-03-26 04:05:11,0,3,666666,安徽,是,https://i1.hdslb.com/bfs/face/5a09933f70c15abe767d1020e80a08f87b31bd78.jpg,0.03622116893529892,0.9637788534164429,人类撰写
307,294193741713,294195308401,1799638167,闽南新城的宫崎教授,5,女,什么时候开泛函分析班？,2026-03-26 04:05:40,0,1,无论是当时还是现在，区区接住子弹这种事情我还是能做到的。,安徽,否,https://i0.hdslb.com/bfs/face/34a6848c2729e3dfd5e12baeb29b526f9f904c8d.jpg,0.2672730088233948,0.7327269911766052,人类撰写
308,294193741713,294195539073,3706956562827779,绯红归投,2,保密,又有谁来可怜下上班族呢，工作折寿，不工作饿死😭,2026-03-26 04:08:04,0,5,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.02469264715909958,0.9753073453903198,人类撰写
309,294193741713,294196014273,496497882,_容斋随笔只有五笔,6,保密,"如果随意gap，还能不影响招聘。
我很乐意上半年班，休息半年",2026-03-26 04:13:05,0,4,,安徽,否,https://i0.hdslb.com/bfs/face/bdbb85452fe34479fa57a99f65c9f9fe029d1cf0.jpg,0.04930221661925316,0.9506977200508118,人类撰写
310,294193741713,296708759120,1010631201,ykk啦,5,男,恢复老样子，笑死我了,2026-03-26 04:15:40,0,1,,河南,否,https://i0.hdslb.com/bfs/face/829c8d1ba441a9d190d6b899007859a20fa0236d.jpg,0.04318728670477867,0.9568127393722534,人类撰写
311,294195539073,296709080992,39073135,逍遥白菜i,6,男,回复 @绯红归投 :秦人不暇自哀而后人哀之，后人哀之而不鉴之，亦使后人而复哀后人也,2026-03-26 04:18:28,0,4,别刻意夸大缘分,黑龙江,否,https://i1.hdslb.com/bfs/face/8f92294c1e7779c109eb7059865ffa9a150d041a.jpg,0.04492417722940445,0.9550758600234985,人类撰写
312,294193741713,296710251424,495560925,芜湖顶级大厨,6,男,考研不也是这样吗[OK]24年上岸。这里建议大家对学术没有追求的人千万不要考研,2026-03-26 04:29:22,0,1,,广东,否,https://i0.hdslb.com/bfs/face/47a524ba8d4c16584ebbdbda674010e9e457b275.jpg,0.01244787685573101,0.9875520467758179,人类撰写
313,294193741713,294198897937,12619385,WysN丶,6,男,宣传往死里学的时候我也没往死里学[大笑][大笑],2026-03-26 04:43:22,0,0,一笑出门去，千里落花风,北京,否,https://i2.hdslb.com/bfs/face/acc787ce034e7f4d45e6fe773e149ad981681db6.jpg,0.019169511273503304,0.9808305501937866,人类撰写
314,294193741713,296712356272,16988732,乔瑟夫kafka,5,保密,哪里都有你,2026-03-26 04:49:52,0,0,,广西,否,https://i2.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg,0.05165450647473335,0.9483454823493958,人类撰写
315,294193741713,296713728448,3493140243679525,劝人躺平胜造永动机,5,保密,学死几个就能放假几天，所以问题不大,2026-03-26 05:04:24,0,1,,重庆,否,https://i1.hdslb.com/bfs/face/666c296f9734a1394631f6a4e0a1dde6e67a76d8.jpg,0.021457351744174957,0.978542685508728,人类撰写
316,294193741713,294203591809,177351172,小艾尼某,5,保密,凯哥平时也要注意身体健康，工作不要太拼[笑哭],2026-03-26 05:40:13,0,1,,上海,否,http://i1.hdslb.com/bfs/face/84d3c03621fc8f63705059c9c8afe6f9f977f277.jpg,0.06592494249343872,0.934075117111206,人类撰写
317,294203004897,296716911264,476777332,满天星辰-止,6,保密,回复 @BitByte01 :当了十几年的陪跑，不跑了，我选择放慢脚步停下来，让别人跑吧，那一瞬间感觉整个人都静下来了，舒服[喜极而泣],2026-03-26 05:41:25,0,1,,广西,是,https://i1.hdslb.com/bfs/face/a59608b2ea4de1492a7ba620b51235ebbaac75c8.jpg,0.10400176048278809,0.8959982395172119,人类撰写
318,294203004897,294203849889,1736820887,风奫焱灵王,4,保密,回复 @BitByte01 :你以为大多数人不知道吗？但是没办法，只有这一条路要走，死也要死在这条路上。怪谁呢？其实谁也怪不了，只能怪自己不是牛顿那种天才吧，改变不了命运,2026-03-26 05:44:11,0,0,,河南,否,https://i2.hdslb.com/bfs/face/b3b3ad12c53094913f6105b56b312413c4178b7a.jpg,0.017230432480573654,0.9827694892883301,人类撰写
319,296707128192,296717444880,352556800,高乐高12138,6,男,回复 @模制师 :可这没第二次机会啊 太惨了,2026-03-26 05:48:10,0,0,,安徽,是,https://i1.hdslb.com/bfs/face/43454c439ed428eecfc91236e85801388e42ff89.jpg,0.03515323996543884,0.9648467302322388,人类撰写
320,294193741713,294204153521,323390390,耀酱不要,6,男,后人哀之而不鉴之，亦使后人而复哀后人也。,2026-03-26 05:50:09,0,3,我就是我，不一样的烟火,安徽,否,https://i2.hdslb.com/bfs/face/1737ba494b80421d95a8110064168d09ff13a887.jpg,0.02925584279000759,0.9707441329956055,人类撰写
321,294193741713,296717503952,476777332,满天星辰-止,6,保密,人生是一个过程，高考不过是个很小很小的关卡罢了，大学后，随便参加一个正经的比赛，都能直接碾压它，而且为了个高考准备了多少年，手指不够加上脚指都能算出来了，最后毫无含金量[doge],2026-03-26 05:50:13,0,0,,广西,是,https://i1.hdslb.com/bfs/face/a59608b2ea4de1492a7ba620b51235ebbaac75c8.jpg,0.028812771663069725,0.971187174320221,人类撰写
322,294193741713,296720121872,1944162507,李瑞德Ryder,4,男,反正学死学活学校不会管，出了个清华北大只会给自己贴金，你只是一个工具罢了,2026-03-26 06:24:46,0,0,"冷静，带点哲学，带点自嘲~
原谅我这一生放纵不羁爱自由~",湖南,是,https://i0.hdslb.com/bfs/face/09bf3b583dda7bdb9f872dbbf4b267c068ea2cba.jpg,0.01923753321170807,0.9807624220848083,人类撰写
323,294193741713,294206979985,426315087,破碎的心脏欧,5,保密,是这样的,2026-03-26 06:28:49,0,0,,辽宁,否,https://i0.hdslb.com/bfs/face/5cec3b5691f1fcb628db1882860abb431fe65672.jpg,0.0317862406373024,0.9682137966156006,人类撰写
324,294193741713,294207023393,179993284,幻梦花园_,6,保密,说来也是奇怪，遥想当年高中时，凌晨5点起来早读，晚上12点睡觉，也没出什么事，现在却不敢这么做了。,2026-03-26 06:30:45,0,1,遇事不要慌，先点一根烟压压惊！,广东,否,https://i1.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg,0.09453205019235611,0.9054679274559021,人类撰写
325,294193741713,296721840352,1784629,是肖雨弟弟,6,男,就是近期会小心，热度过了还是一样卷,2026-03-26 06:46:14,0,0,我很懒，没有留下签名！,辽宁,是,https://i1.hdslb.com/bfs/face/f6bd67b46fd5c854b9ae79c5c385b6532cd91148.jpg,0.025671744719147682,0.9743282794952393,人类撰写
326,294193970977,294209332081,495057185,流年如歌123,5,男,回复 @考研竞赛凯哥 :这人得分国家呀[doge],2026-03-26 07:02:57,0,0,反方向的钟。,辽宁,否,https://i2.hdslb.com/bfs/face/4b836afbf68874ccd7ed1f24f7ac464e1062a691.jpg,0.03052486479282379,0.9694752097129822,人类撰写
327,294193741713,294210441809,507898270,御坂16528号,6,保密,生前何必久睡，死后自会长眠[doge],2026-03-26 07:18:31,0,0,御坂的第16528号克隆体，do，御坂如此说道,山东,否,https://i1.hdslb.com/bfs/face/263f90995178c5601b0e79c813551c13e78fb2c6.jpg,0.6377332806587219,0.36226674914360046,AI生成
328,294193975873,294210532353,475831566,散称英语,6,保密,回复 @考研竞赛凯哥 :抓基础☝🤓,2026-03-26 07:20:49,0,0,,广东,否,https://i0.hdslb.com/bfs/face/5c8d4475854d9f3e7d561b5985b541ec43f5ea08.jpg,0.061395350843667984,0.9386046528816223,人类撰写
